FID,RDNAME,RDNAME2,HWY_NUM,AADTT16,VOG_WGT,VOG16,SHAPE_Length
8351,Hwy 9, ,9,565,996498,1397000,0.0230875887013824
8352,Yonge St, ,11,0,0,0,0.000995701260398173
8353,Hwy 9,Highway 9,9,1181,5058379,6669000,0.00459946845298052
8354,Highway 35, ,35,472,496863,1568000,0.0164953320745755
8355,Highway 11, ,11,118,634844,1882000,0.79687619359369
8356,County Road 2, ,2,0,0,0,0.0296533133760253
8357,County Road 2, ,2,0,0,0,0.000758022751618218
8358,County Road 41, ,41,0,0,0,0.0125346127830327
8359,County Road 41, ,41,0,0,0,0.00175497749275277
8360,County Road 2, ,2,0,0,0,0.0179551789353621
8361,Tc Hwy,King's Highway 17,17,541,4643663,21998000,0.0289861807702368
8362,Trafalgar Rd, ,148,0,0,0,0.00346921623221826
8363,Pembroke St E,Highway 148,148,0,0,0,0.0126361464620378
8364,Hwy 60, ,60,210,246358,765000,0.0143438835262534
8365,County Road 2, ,2,112,131253,351000,0.00225065466427961
8366,County Road 2, ,2,0,0,0,0.00853539118783928
8367,Highway 21, ,21,284,153929,1042000,0.00358747441212684
8368,Highway 17, ,17,443,4465359,33550000,0.0612593804203092
8369,Highway 10, ,10,302,824079,2437000,0.0185634684309222
8370,Hwy 26,Highway 26,26,769,5826466,7455000,0.00107580439487781
8371,Causley Street, ,17,402,4408270,24649000,0.00192006208284975
8372,Secord Road, ,7042,11,12779,300000,0.00233518521751371
8373,Ramp, ,537,68,34042,200000,0.00150191373303472
8374,Southwest Bypass, ,69,0,0,0,0.00290105100506812
8375,Highway 17 E, ,17,989,2524851,11952000,0.00655999214216651
8376,Front Street, ,17,0,0,0,0.00467968185710946
8377,Highway 48,King's Highway 48,48,108,861,4000,0.0191195250041181
8378,County Road 109,Hwy 9,9,0,0,0,0.00675874108351566
8379,Forks Rd,King's Highway 3,3,194,361301,935000,0.000189093183389727
8380,Main St E,King's Highway 3,3,228,584691,1218000,0.0104510177566899
8381,Regional Road 20,Hwy 20,20,0,0,0,0.0300946406734045
8382,County Road 2, ,2,0,0,0,0.00922871138633948
8383,Highway 7, ,7,407,2437635,6832000,0.00853639669947945
8384,Highway 15, ,15,411,207607,9020000,0.0291556509756693
8385,Regional Road 20,Hwy 20,20,0,0,0,0.0491127731818113
8386,Elginfield Rd,King's Highway 7,7,268,393950,1454000,0.0300704247619627
8387,Highway 17, ,17,360,3158412,21276000,0.43948160281773
8388,Highway 101, ,101,23,52032,121000,0.0287009937575577
8389,Davis Rd,King's Highway 58,58,546,800137,1137000,0.000371841363997486
8390,Davis Rd,King's Highway 58,58,546,800137,1137000,0.00131780759676215
8391,Highway 7, ,7,311,2335128,5351000,0.0179052001162916
8392,Dundas St E,Hwy 5,5,0,0,0,0.00949104916128146
8393,Danforth Ave,Hwy 5,5,0,0,0,0.00109316414775488
8394,Hwy 37, ,37,0,0,0,0.0026729491862029
8395,Danforth Ave,Hwy 5,5,0,0,0,0.00288079491533589
8396,Yonge St,County Road 1,11,0,0,0,0.00377209557199348
8397,County Road 41, ,41,0,0,0,0.00987335534171391
8398,County Road 41, ,41,0,0,0,0.00480775534257354
8399,Regional Road 20,Hwy 20,20,0,0,0,0.00985985404794376
8400,Regional Road 7, ,7,0,0,0,0.000257279043074684
8401,Lundy's Lane, ,20,0,0,0,0.0127735461961526
8402,Highway 7, ,7,360,3419870,9836000,0.000781005761847251
8403,Kingston Rd,Highway 2,2,0,0,0,0.0089536274366062
8404,County Road 2,Highway 2,2,0,0,0,0.000393152944819243
8405,County Road 2,Highway 2,2,0,0,0,0.00238729166757896
8406,County Road 2,Highway 49,49,81,66251,12000,0.0202516183089692
8407,Tc Hwy, ,17,410,4265277,16371000,0.00681189134294107
8408,Opeongo Line, ,60,120,523397,554000,0.00262661093427989
8409,Highway 600, ,600,10,2633,3000,0.000453186495848991
8410,2nd Line West, ,550,0,0,0,0.0215618365195952
8411,Highway 582, ,582,1,0,0,0.0200809993750044
8412,Trunk Road, ,17,0,0,0,0.021506620462148
8413,Highway 15, ,15,143,194137,410000,0.0418872490397533
8414,Highway 17, ,17,469,5022525,34119000,0.0228496494647687
8415,Highway 17, ,17,434,4618076,33525000,0.0115364912981218
8416,Highway 17, ,17,266,3130470,21252000,0.012699365655727
8417,Manitou Road, ,614,19,16167,88000,0.0327269712947722
8418,Huron Church Rd,King's Highway 3,3,0,0,0,0.00108902571132085
8419,County Road 21,Oil Heritage Rd,21,0,0,0,0.00863851816288823
8420,Lakeshore Rd,King's Highway 21,21,317,734677,2403000,0.00104586244601794
8421,Lakeshore Rd,King's Highway 21,21,311,1179748,2488000,0.0223477355226083
8422,Highway 542, ,542,62,0,0,0.0502470525171902
8423,Highway 540, ,540,46,52658,160000,0.0837730867136212
8424,Plank Rd,County Road 19,19,0,0,0,0.0211983711026644
8425,Queen St W,Hwy 89,89,0,0,0,0.0129730399909958
8426,Highway 6,Main St N,6,0,0,0,0.0117264678184247
8427,County Road 17,Hwy 21,21,0,0,0,0.0150415608307089
8428,Forest Rd,King's Highway 21,21,285,479076,1617000,0.00176730710402721
8429,Dundas St W,Hwy 5,5,1011,1693000,1770000,0.0024280147038116
8430,Highway 3,St Thomas Expy,3,271,1203673,3600000,0.00166600670643639
8431,County Road 33,Highway 33,33,0,0,0,0.0146756645921194
8432,Highway 28, ,28,302,322255,528000,0.0147961519603148
8433,Hwy 89, ,89,165,985031,980000,0.0168677378143988
8434,County Road 41, ,41,0,0,0,0.01068637442118
8435,County Road 41, ,41,0,0,0,0.0104742757033164
8436,Highway 10,Hwy 9,10,962,6657130,10362000,0.00119577338989229
8437,Tc Hwy, ,17,621,4957282,20515000,0.00165891738975853
8438,Tc Hwy, ,17,551,4777938,20240000,0.0437203661863848
8439,Highway 15, ,15,340,207607,9020000,0.0100643531753303
8440,Cornelia St W, ,15,0,0,0,0.00335400647997813
8441,Hwy 15, ,15,340,207607,9020000,0.00810906252656005
8442,Highway 24, ,24,730,1074404,5334000,0.000979362187483828
8443,Hwy 89, ,89,160,1242160,1019000,0.00176521273508043
8444,Hwy 41, ,41,107,76370,325000,0.00536362695183855
8445,County Road 2, ,2,0,0,0,0.0160634178270382
8446,41 Hwy, ,41,94,260852,948000,0.0214931017211483
8447,Broadway,Hwy 9,9,0,0,0,0.00134874971959714
8448,Forks Rd,King's Highway 3,3,191,356244,925000,0.00981749888616972
8449,Lakeshore Rd,King's Highway 21,21,311,1179748,2488000,0.0104900760891602
8450,Bluewater Hwy,King's Highway 21,21,207,551238,1276000,0.017189036240361
8451,Highway 6, ,6,426,1906673,6097000,0.0217997996726238
8452,Highway 6, ,6,243,1767241,6001000,0.00900007059331877
8453,Highway 6, ,6,242,1767241,6001000,0.0106885962463332
8454,Highway 6, ,6,373,1597496,5505000,0.0178196296817496
8455,Wellington St W,King's Highway 7,7,0,0,0,0.0110894701781174
8456,York Rd,King's Highway 7,7,0,0,0,0.017776389986219
8457,Highway 6, ,6,901,3998380,15426000,0.0051724149141983
8458,Highway 6,King's Highway 6,6,540,2600172,3448000,0.0130137494976165
8459,Highway 6, ,6,560,1632673,6357000,0.0124812337511001
8460,Regional Road 8,Hwy 8,8,0,0,0,0.0347952411327125
8461,Black Road, ,17,0,0,0,0.0038599515853452
8462,Black Road, ,17,0,0,0,0.00158668081544127
8463,Parry Sound Drive, ,124,1049,5579245,20306000,0.00139878925293524
8464,Parry Sound Drive, ,124,257,531517,901000,0.000630226038121513
8465,Regional Road 8,Hwy 8,8,0,0,0,0.0346417156722384
8466,Queenston Rd,Hwy 8,8,0,0,0,0.00840285095749575
8467,Dundas St W,Hwy 5,5,1039,1981752,1865000,0.0202753051503935
8468,164 Road,Hwy 23,23,280,1565498,3078000,0.0205431408670472
8469,Highway 144, ,144,138,821466,9324000,0.946188601739041
8470,Highway 101 & 129, ,101,47,173447,233000,0.0737734675872525
8471,Hwy 59,King's Highway 3,3,354,2282397,4195000,0.0261652376738079
8472,Highway 6,Main St S,6,0,0,0,0.00466850554167892
8473,Highway 7, ,7,579,969713,2865000,0.0151797339685015
8474,North Rankin St,King's Highway 21,21,0,0,0,0.00594661852774449
8475,Bovaird Dr W,King's Highway 7,7,0,0,0,0.00952840233491363
8476,Highway  631, ,631,55,428381,69000,0.0691652917476435
8477,Highway 6,King's Highway 6,6,144,157228,342000,0.0702237133683882
8478,Highway 10, ,10,357,879337,2054000,0.0183617306704559
8479,Hwy 9, ,9,153,67009,145000,0.0243442872033513
8480,Highway 21, ,21,281,103018,755000,0.0207519103263085
8481,Highway 21, ,21,241,125241,803000,0.0338942047379391
8482,Highway 6,King's Highway 6,6,210,564635,1744000,0.0172697452051377
8483,Bath Rd, ,33,240,81993,130000,0.0256894496222626
8484,Highway 141, ,141,893,9443711,41390000,0.00184478765762604
8485,Highway 6,King's Highway 6,6,272,495233,1912000,0.0330361408827839
8486,Highway 6,King's Highway 6,6,221,565072,1745000,0.0112693218740041
8487,Hwy 26, ,26,294,707365,349000,0.0631890482025888
8488,Hwy 26, ,26,286,823850,3492000,0.0191809002128077
8489,Hwy 93,Penetanguishene Rd,93,425,1781399,3864000,0.0248826313103419
8490,Highway 12, ,12,412,402373,1317000,0.0137366620546822
8491,Highway 529, ,529,12,9332,18000,0.0364129969474896
8492,Highway 522, ,522,19,0,0,0.0975195621028267
8493,Highway 11, ,11,659,8024835,30874000,0.00098241067743178
8494,Highway 11, ,11,71,326029,500000,0.00294254995394835
8495,Highway  637, ,637,42,0,0,0.477700577770159
8496,Highway 7,Tc Highway,7,456,555938,1362000,0.0272965629944776
8497,Highway 522, ,522,19,0,0,0.0388305513759363
8498,Highway 528, ,528,39,0,0,0.148846492026903
8499,Highway 559 West, ,559,30,0,0,0.15075884547425
8500,Highway 141, ,141,143,39544,107000,0.00806177803883275
8501,Highway 141, ,141,113,419514,195000,0.0725364006134623
8502,Highway 518, ,518,45,9909,179000,0.0365056676588079
8503,Highway 522, ,522,19,0,0,0.10170212718782
8504,Hwy 35,King's Highway 35,35,226,628026,2407000,0.030224793781325
8505,Highway 520, ,520,20,0,0,0.250571310411063
8506,None, ,129,150,170860,176000,0.0308305154971528
8507,Bovaird Dr E,King's Highway 7 E,7,0,0,0,0.00440856683472236
8508,Highway 534, ,534,5,0,0,0.105303248011826
8509,Highway 560, ,560,149,279263,25000,0.40020684742136
8510,607a, ,607001,15,76956,65000,0.0286807817767117
8511,Highway 144, ,144,144,594347,414000,0.323963603497452
8512,Highway 11, ,11,618,7326610,30443000,0.260165129264233
8513,Highway 546, ,546,15,0,0,0.593849440582604
8514,Highway 144, ,144,155,1690144,9355000,0.827887067630468
8515,Highway 21,Bluewater Hwy,21,103,122350,475000,0.00605956445099288
8516,Highway 60, ,60,255,1144889,1729000,0.061912734415342
8517,Highway 40 N,Modeland Rd,40,887,4481991,8142000,0.00254807221247655
8518,Highway 11, ,11,390,4288277,19019000,0.541942198069276
8519,Highway 129, ,129,32,0,0,0.339574119142217
8520,Central Ave, ,3,0,0,0,0.000460377938763531
8521,Hwy 672, ,672,23,3509,12000,0.460484672154419
8522,Broad St W,King's Highway 3,3,0,0,0,0.00129615939190394
8523,Highway 17, ,17,410,4158280,25083000,0.338516179970262
8524,Highway 129, ,129,57,384239,281000,0.228902027103772
8525,Highway  638, ,638,25,4912,4000,0.197463328425524
8526,Highway 554, ,554,22,139108,139000,0.0816066333705445
8527,Highway 118, ,118,60,443056,447000,0.0861347327617081
8528,Highway 17, ,17,569,6687857,38321000,0.299778918583301
8529,Old Wanup Road, ,7042,11,5481,6000,0.0544150914758478
8530,Highway 3, ,3,454,1051082,3668000,0.010754192165809
8531,Highway 546, ,546,16,0,0,0.150555330022276
8532,Highway 810, ,810,3,0,0,0.254105318626577
8533,Highway 562, ,562,0,0,0,0.0931409884226253
8534,Highway 17, ,17,558,7046065,40675000,0.185599386800226
8535,Highway 15, ,15,160,202254,479000,0.0197849566396478
8536,Highway 7, ,7,233,2392840,5092000,0.0469247796455744
8537,Highway 108, ,108,194,242581,2449000,0.242330829989097
8538,Highway 118, ,118,0,0,0,0.0535951351207359
8539,Highway 15, ,15,387,281431,540000,0.0608314713307633
8540,Highway 15, ,15,344,207607,9020000,0.014887361955133
8541,Kingston Rd,Highway 2,2,0,0,0,0.00329801425102409
8542,Highway 639, ,639,37,5407,29000,0.195532972197666
8543,Highway 639, ,639,37,5407,29000,0.0512812031769357
8544,Loyalist Pky,Highway 33,33,26,81993,130000,0.0592979169152044
8545,Highway 539, ,539,48,0,0,0.247257103627529
8546,Cannifton Rd,Highway 37,37,0,0,0,0.00430398551657086
8547,Sultan Industrial Road, ,667,27,0,0,0.482352466666448
8548,Highway 544, ,7044,16,3637,66000,0.255069045326976
8549,Broadway Avenue, ,66,115,434014,2283000,0.176506086063566
8550,Highway 11, ,11,639,8023233,30873000,0.786556711680159
8551,West Highway  17, ,17,469,4975637,25084000,0.426578064102983
8552,Highway 144, ,144,528,1010981,9501000,0.0385162624664432
8553,Highway 17, ,17,1106,7966729,34394000,0.0503343008502781
8554,Broad St W,King's Highway 3,3,138,254521,1001000,0.00143940959528765
8555,Hill Street, ,537,63,848,3000,0.172228533087255
8556,Highway 11, ,11,712,7047648,30237000,0.19116929915856
8557,Main St W,King's Highway 3,3,0,0,0,0.000924898838716456
8558,Highway 560, ,560,85,0,0,0.236961785176396
8559,Highway 560, ,560,85,0,0,0.0722287638221644
8560,Highway 560, ,560,75,78444,65000,0.114830225271241
8561,Government Road West, ,66,87,379305,1535000,0.00797453084194125
8562,Highway 535, ,535,35,20840,75000,0.262435146152508
8563,Highway 558, ,558,10,0,0,0.259363906897231
8564,Highway 12, ,12,212,1402027,2320000,0.0647944994105542
8565,Highway 6,King's Highway 6,6,343,1134213,1712000,0.0191686560033111
8566,Highway 64, ,64,174,76443,242000,0.196394784011352
8567,Highway 17, ,17,644,2730593,13430000,0.151208647090353
8568,Highway 564, ,564,4,0,0,0.0849894315708789
8569,St Clair Rd,King's Highway 40,40,0,0,0,0.00930886600667666
8570,Dyouville Street, ,64,61,23485,113000,0.550340445796462
8571,Highway 66, ,66,38,177040,1130000,0.481592569114953
8572,Niagara St,Regional Road 50,58,0,0,0,0.0100984419882744
8573,Broad St W,King's Highway 3,3,0,0,0,0.000570448178673688
8574,Highway 65, ,65,96,438144,593000,0.359339350562548
8575,Highway 66, ,566,30,0,0,0.302724077700758
8576,Highway 11, ,11,582,5918444,29803000,0.298286562602331
8577,Highway 6,King's Highway 6,6,540,2600172,3448000,0.0151928216524721
8578,County Road 49,Highway 49,49,0,0,0,0.0687468060232759
8579,Highway 24, ,24,439,1007588,2165000,0.00789575394234769
8580,Trout Lake Road, ,63,175,2065756,1089000,0.0347532783735945
8581,None, ,560,11,0,0,0.377611355422572
8582,Highway 650, ,650,19,0,0,0.0967924035482413
8583,Lake  Nosbonsing Road, ,654,194,91215,169000,0.00275726345406559
8584,Broad St E,King's Highway 3,3,219,1505465,1573000,0.0157276240346113
8585,Thompson Boulevard, ,624,32,222403,29000,0.417448217387557
8586,Highway 101 W, ,101,78,667921,268000,0.951379517843919
8587,Pembroke St E,Highway 148,148,341,75195,102000,0.029849538634832
8588,Talbot Line,King's Highway 3,3,363,1260956,3688000,0.00135519446387389
8589,Highway 655, ,655,166,1533186,4174000,0.642650902317283
8590,Highway  634, ,634,44,26216,11000,0.723575193401976
8591,Davis Rd,King's Highway 58,58,259,870729,345000,0.0237145427916926
8592,Highway 40, ,40,236,1244408,4605000,0.0245193040945882
8593,County Road 2, ,2,0,0,0,0.02111296397303
8594,Highway 28, ,28,130,93918,50000,0.307582855135536
8595,Highway 529, ,529,5,9332,18000,0.0694712768625044
8596,Highway 529, ,529,5,9332,18000,0.0387741501547563
8597,Modeland Rd,King's Highway 40 N,40,780,4604789,8941000,0.00241632368899191
8598,Hwy 140, ,140,406,523911,1372000,0.0220240509578509
8599,Kingston Rd,Highway 2,2,0,0,0,0.0113095362777932
8600,Highway 35, ,35,215,265874,149000,0.0199668039919648
8601,Highway 6, ,6,901,3998380,15426000,0.00456465142197267
8602,Britt Road, ,526,21,0,0,0.0335786107840366
8603,Main St W,Hwy 8,8,0,0,0,0.00104614817304019
8604,Westside Rd,King's Highway 58,58,239,611255,510000,0.0462423058750664
8605,Hwy 140, ,140,552,523911,1372000,0.0206660422573717
8606,Regional Road 20,Hwy 20,20,0,0,0,0.0103636228479467
8607,Hwy 62, ,62,192,125139,587000,0.00667166070431231
8608,Highway 17, ,17,0,0,0,0.00634813360102248
8609,Highway 3,St Thomas Expy,3,306,1305434,3885000,0.00264853460078134
8610,Medora Street, ,118,0,0,0,0.0412190667606805
8611,Highway  638, ,638,89,4912,4000,0.0121191869631017
8612,Highway 7, ,7,360,3419870,9836000,0.173393216640657
8613,Brock St N,Regional Road 12,12,0,0,0,0.0131931018414863
8614,County Road 4,Hwy 4,4,0,0,0,0.0104595100882747
8615,Highway 7,Highway 12,7,721,409043,779000,0.00220582400513765
8616,County Road 29, ,15,0,0,0,0.0165236093813957
8617,Hwy 93,Penetanguishene Rd,93,435,2009569,3964000,0.0212373101347977
8618,Highway 7,Highway 12,7,453,717963,1357000,0.0196846347488369
8619,Highway 7,Highway 12,7,371,566249,1148000,0.00848401478209059
8620,Regional Hwy 2,Highway 2,2,0,0,0,0.00854115718628335
8621,Regional Hwy 2,Highway 2,2,0,0,0,0.0106937412832257
8622,Highway 35, ,35,221,453425,1375000,0.139761250663638
8623,Highway 11, ,11,706,7503102,31252000,0.0699125642845023
8624,Highway 144, ,144,465,617689,543000,0.125437687382921
8625,Tc Hwy, ,17,410,4265277,16371000,0.0184497999616475
8626,County Road 2,Highway 2,2,0,0,0,0.00160037044598791
8627,Highway 118, ,118,67,11149,191000,0.140216678942772
8628,Yonge St, ,11,0,0,0,0.0208529053845362
8629,Highway 3,Talbot Rd,3,188,370647,584000,0.0121768001818913
8630,Highway 118 W, ,118,55,12618,349000,0.431500215053436
8631,Highway 48,King's Highway 48,48,600,907663,666000,0.0215253552615661
8632,Highway 12, ,12,345,439998,626000,0.123643801569671
8633,Hill  Street Ramp, ,537,0,0,0,0.0013141357372839
8634,Highway 7,Highway 12,7,389,631644,1767000,0.0140547599099329
8635,Highway 12, ,12,236,1400487,2319000,0.00688039902678141
8636,Highway 592, ,592,61,4461,10000,0.0575200823074077
8637,County Road 2,Highway 2,2,0,0,0,0.0617245467933943
8638,Highway 65, ,65,81,675516,679000,0.471948659506349
8639,Highway 7a, ,7,342,518859,237000,0.0363024573126508
8640,Katrine Road,Highway 592,592,8,0,0,0.0255074335329113
8641,Highway 69, ,69,650,9203471,41052000,0.095721658170466
8642,Dawson Road, ,102,1360,6748839,44608000,0.00674959524976753
8643,Highway 35, ,35,246,481481,1398000,0.14989842742325
8644,Highway 35, ,35,174,64614,145000,0.0784198420552625
8645,Highway 6,King's Highway 6,6,210,564635,1744000,0.0157466741070744
8646,Callander Bay Drive, ,94,127,51184,67000,0.0145417942095353
8647,Hwy 26, ,26,286,823850,3492000,0.0163894305478514
8648,2nd Line West, ,550,0,0,0,0.00223166959618547
8649,Highway 141, ,141,85,98233,102000,0.166401202808968
8650,Highway  632, ,632,112,1540,1000,0.075495802739407
8651,Talbot Line,County Road 3,3,0,0,0,0.000278990236154557
8652,Highway 3 E,S Talbot Rd,3,420,474287,742000,0.00209867320579917
8653,Highway 124, ,124,103,436733,305000,0.232933259113282
8654,Highway 124, ,124,146,399355,780000,0.121890401896314
8655,Highway 124, ,124,129,436733,305000,0.124856809671681
8656,Highway 60, ,60,248,471777,1420000,0.0396531326925743
8657,Highway 522, ,522,75,0,0,0.3210904738193
8658,Highway 101, ,101,29,52032,121000,0.0278773899007881
8659,Highway 60, ,60,93,100551,276000,0.0678325681043673
8660,Hwy 34, ,34,443,1469009,2325000,0.000107591514021572
8661,North   Sparks Street, ,520,47,0,0,0.187545920177024
8662,Highway 524, ,524,16,0,0,0.0462758402659073
8663,Hwy 26,Pretty River Pky,26,375,667736,1691000,0.0251940783711921
8664,Hwy 26, ,26,277,823850,3492000,0.0271662433044268
8665,Highway 12, ,12,337,143451,1164000,0.0237692156364092
8666,Hwy 26, ,26,288,719441,430000,0.0348715848063839
8667,Highway 534, ,534,60,0,0,0.169920052244478
8668,10th St W,King's Highway 6,6,243,281669,2302000,0.0305943976734237
8669,Highway 35, ,35,197,262307,130000,0.156081227469212
8670,Highway 60, ,60,422,1600085,837000,0.0522284836805593
8671,Mill Street, ,62,145,145036,379000,0.231942652862887
8672,Hwy 93,Penetanguishene Rd,93,0,0,0,0.0022971849107263
8673,County Road 41, ,41,0,0,0,0.150692185206633
8674,Highway 17, ,17,264,1490965,8417000,0.0260230403201667
8675,Highway 127, ,127,33,230370,42000,0.353377380581519
8676,Queen St E,Regional Road 7,7,0,0,0,0.0178004067575146
8677,Durham St S, ,62,304,185705,616000,0.0486771969536926
8678,Highway 17, ,17,90,354342,376000,0.00192376462005841
8679,De Troyes Avenue, ,67,0,0,0,0.00151100727596342
8680,Highway 60, ,60,112,523397,554000,0.331284876827245
8681,County Road 2,Highway 2,2,0,0,0,0.0760026523278103
8682,County Road 41, ,41,0,0,0,0.0163884859468643
8683,Highway 11, ,11,613,7322036,30431000,0.163799107553516
8684,Highway 115 S, ,115,1045,4847829,5732000,0.0712786601236788
8685,Highway 523, ,523,33,0,0,0.203438943598318
8686,Loyalist Pky,County Road 33,33,0,0,0,0.0250685925156316
8687,Highway 7, ,7,260,1853360,4997000,0.111468432338349
8688,Hwy 33, ,33,88,204258,45000,0.07925428306154
8689,Hwy 33, ,33,126,656120,75000,0.00400416485451674
8690,Highway 72, ,72,165,0,0,0.016385422103731
8691,Highway 41, ,41,95,456437,1201000,0.387488965765136
